Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
43,Mark Andrews*\AndrMa00,BAL,24,,15,4,98,64,65.3%,852,13.3,10,44,51,8.7,4.3,56.8,2
44,Stefon Diggs\DiggSt00,MIN,26,WR,15,15,94,63,67.0%,1130,17.9,6,41,66,12.0,4.2,75.3,4
45,Calvin Ridley\RidlCa00,ATL,25,WR,13,10,93,63,67.7%,866,13.7,7,47,36,9.3,4.8,66.6,0
46,Jason Witten\WittJa00,DAL,37,TE,16,16,83,63,75.9%,529,8.4,4,27,33,6.4,3.9,33.1,1
47,Danny Amendola\AmenDa00,DET,34,WR,15,10,97,62,63.9%,678,10.9,1,36,47,7.0,4.1,45.2,0
48,Marvin Jones\JoneMa02,DET,29,WR,13,11,91,62,68.1%,779,12.6,9,41,47,8.6,4.8,59.9,0
49,Devonta Freeman\FreeDe00,ATL,27,RB,14,14,70,59,84.3%,410,6.9,4,17,28,5.9,4.2,29.3,3
50,Diontae Johnson\JohnDi01,PIT,23,WR,16,12,92,59,64.1%,680,11.5,5,31,45,7.4,3.7,42.5,5
51,Mohamed Sanu\SanuMo00,2TM,30,,15,12,89,59,66.3%,520,8.8,2,30,28,5.8,3.9,34.7,0
52,Dallas Goedert\GoedDa00,PHI,24,TE,15,9,87,58,66.7%,607,10.5,5,33,28,7.0,3.9,40.5,2
53,Tyreek Hill*\HillTy00,KAN,25,WR,12,12,89,58,65.2%,860,14.8,7,39,57,9.7,4.8,71.7,0
54,Terry McLaurin\McLaTe00,WAS,24,WR,14,14,93,58,62.4%,919,15.8,7,43,75,9.9,4.1,65.6,0
55,D.K. Metcalf\MetcDK00,SEA,22,WR,16,15,100,58,58.0%,900,15.5,7,39,54,9.0,3.6,56.3,3
56,Deebo Samuel\SamuDe00,SFO,23,WR,15,11,81,57,70.4%,802,14.1,3,32,42,9.9,3.8,53.5,2
57,Sterling Shepard\ShepSt00,NYG,26,WR,10,10,83,57,68.7%,576,10.1,3,29,36,6.9,5.7,57.6,0
58,Randall Cobb\CobbRa00,DAL,29,wr,15,6,83,55,66.3%,828,15.1,3,41,59,10.0,3.7,55.2,2
59,Hunter Henry\HenrHu00,LAC,25,TE,12,12,76,55,72.4%,652,11.9,5,36,30,8.6,4.6,54.3,1
60,Ezekiel Elliott*\ElliEz00,DAL,24,RB,16,16,71,54,76.1%,420,7.8,2,21,27,5.9,3.4,26.3,3
