Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
426,Mike Boone\BoonMi00,DEN,26,,8,0,2,2,100.0%,22,11.0,0,1,19,11.0,0.3,2.8,0
427,Daniel Brown\BrowDa04,NYJ,29,,12,0,2,2,100.0%,29,14.5,0,1,24,14.5,0.2,2.4,0
428,Derek Carrier\CarrDe00,LVR,31,te,5,1,2,2,100.0%,13,6.5,0,0,9,6.5,0.4,2.6,0
429,Cethan Carter\CartCe00,MIA,26,te,16,1,2,2,100.0%,16,8.0,0,0,8,8.0,0.1,1.0,0
430,Dominique Dafney\DafnDo00,GNB,24,te,10,2,4,2,50.0%,34,17.0,0,2,26,8.5,0.2,3.4,0
431,Taylor Decker\DeckTa00,DET,28,t,9,9,2,2,100.0%,4,2.0,1,1,6,2.0,0.2,0.4,0
432,Darrynton Evans\EvanDa02,TEN,23,,1,0,2,2,100.0%,11,5.5,0,1,6,5.5,2.0,11.0,0
433,Jesper Horsted\HorsJe00,CHI,24,,7,0,3,2,66.7%,21,10.5,2,2,19,7.0,0.3,3.0,0
434,Jordan Howard\HowaJo00,PHI,27,,7,0,5,2,40.0%,19,9.5,0,2,10,3.8,0.3,2.7,0
435,Trenton Irwin\IrwiTr00,CIN,26,,7,0,5,2,40.0%,34,17.0,0,1,25,6.8,0.3,4.9,0
436,Tyron Johnson\JohnTy03,2TM,25,,10,0,5,2,40.0%,16,8.0,0,1,10,3.2,0.2,1.6,0
437,Marcus Kemp\KempMa00,KAN,26,,16,0,5,2,40.0%,24,12.0,0,1,16,4.8,0.1,1.5,0
438,Jake Kumerow\KumeJa00,BUF,29,wr,15,2,6,2,33.3%,28,14.0,0,2,15,4.7,0.1,1.9,0
439,Marlon Mack\MackMa00,IND,25,,6,0,5,2,40.0%,8,4.0,0,0,7,1.6,0.3,1.3,0
440,Racey McMath\McMaRa00,TEN,22,,9,0,6,2,33.3%,8,4.0,0,0,9,1.3,0.2,0.9,1
441,Jaydon Mickens\MickJa01,2TM,27,,11,0,3,2,66.7%,10,5.0,0,1,12,3.3,0.2,0.9,1
442,Stanley Morgan Jr.\MorgSt02,CIN,25,wr,17,1,4,2,50.0%,11,5.5,0,0,8,2.8,0.1,0.6,0
443,Dazz Newsome\NewsDa00,CHI,22,wr,3,1,5,2,40.0%,23,11.5,0,1,13,4.6,0.7,7.7,0
444,Gunner Olszewski\OlszGu00,NWE,25,,16,0,3,2,66.7%,31,15.5,0,2,22,10.3,0.1,1.9,3
445,Dezmon Patmon\PatmDe00,IND,23,,8,0,4,2,50.0%,21,10.5,1,1,14,5.3,0.3,2.6,0
446,Scottie Phillips\PhilSc01,HOU,24,,3,0,3,2,66.7%,9,4.5,0,0,8,3.0,0.7,3.0,0
447,Kevin Rader\RadeKe00,PIT,26,te,6,1,3,2,66.7%,8,4.0,0,0,7,2.7,0.3,1.3,0
448,Trey Ragas\RagaTr00,LVR,25,,1,0,2,2,100.0%,6,3.0,0,0,4,3.0,2.0,6.0,0
449,Richard Rodgers\RodgRi00,PHI,29,,3,0,2,2,100.0%,11,5.5,0,0,9,5.5,0.7,3.7,0
450,C.J. Saunders\SaunCJ00,CAR,25,,2,0,2,2,100.0%,11,5.5,0,1,8,5.5,1.0,5.5,0
451,David Sills\SillDa01,NYG,25,wr,4,1,6,2,33.3%,17,8.5,0,1,12,2.8,0.5,4.3,0
452,Benny Snell Jr.\SnelBe00,PIT,23,,17,0,4,2,50.0%,13,6.5,0,0,7,3.3,0.1,0.8,0
453,Johnny Stanton\StanJo02,CLE,27,,4,0,2,2,100.0%,7,3.5,1,1,6,3.5,0.5,1.8,0
454,Luke Stocker\StocLu00,MIN,33,,12,0,2,2,100.0%,12,6.0,0,0,7,6.0,0.2,1.0,0
455,Mike Strachan\StraMi03,IND,24,,6,0,3,2,66.7%,26,13.0,0,2,16,8.7,0.3,4.3,0
456,Malik Taylor\TaylMa01,GNB,26,,10,0,3,2,66.7%,14,7.0,0,1,7,4.7,0.2,1.4,1
457,Patrick Taylor\TaylPa01,GNB,23,,9,0,2,2,100.0%,3,1.5,0,1,3,1.5,0.2,0.3,0
458,Trent Taylor\TaylTr02,CIN,27,,4,0,3,2,66.7%,41,20.5,0,2,26,13.7,0.5,10.3,0
459,Tylan Wallace\WallTy00,BAL,22,wr,17,1,6,2,33.3%,23,11.5,0,1,18,3.8,0.1,1.4,0
460,Austin Walter\WaltAu00,NYJ,25,,4,0,3,2,66.7%,9,4.5,0,1,11,3.0,0.5,2.3,0
461,Dwayne Washington\WashDw00,NOR,27,,14,0,2,2,100.0%,12,6.0,0,0,6,6.0,0.1,0.9,0
462,Tyrell Williams\WillTy00,DET,29,,1,1,3,2,66.7%,14,7.0,0,1,7,4.7,2.0,14.0,0
463,Ethan Wolf\WolfEt00,NOR,26,te,2,1,2,2,100.0%,8,4.0,0,0,4,4.0,1.0,4.0,0
464,Kenny Yeboah\YeboKe00,NYJ,23,,9,0,3,2,66.7%,36,18.0,0,2,24,12.0,0.2,4.0,0
465,Alex Armah\ArmaAl00,2TM,27,,11,2,1,1,100.0%,1,1.0,1,1,1,1.0,0.1,0.1,0
466,Nick Bawden\BawdNi00,NYJ,25,fb,9,1,1,1,100.0%,20,20.0,0,1,20,20.0,0.1,2.2,0
467,Nick Bellore\BellNi01,SEA,32,,17,0,1,1,100.0%,4,4.0,0,0,4,4.0,0.1,0.2,0
468,Tarik Black\BlacTa00,NYJ,23,,1,0,2,1,50.0%,10,10.0,0,1,10,5.0,1.0,10.0,0
469,Miles Boykin\BoykMi00,BAL,25,,8,0,1,1,100.0%,6,6.0,0,0,6,6.0,0.1,0.8,0
470,Nick Boyle\BoylNi00,BAL,28,te,5,3,2,1,50.0%,2,2.0,0,0,2,1.0,0.2,0.4,0
471,Garrett Bradbury\BradGa00,MIN,26,C,13,13,1,1,100.0%,21,21.0,0,1,21,21.0,0.1,1.6,0
472,Gary Brightwell\BrigGa00,NYG,22,,13,0,1,1,100.0%,6,6.0,0,0,6,6.0,0.1,0.5,0
473,Keke Coutee\CoutKe00,IND,24,,2,0,1,1,100.0%,5,5.0,0,0,5,5.0,0.5,2.5,0
474,Darrell Daniels\DaniDa02,ARI,27,te,15,4,4,1,25.0%,0,0.0,0,0,0,0.0,0.1,0.0,0
475,Frank Darby\DarbFr00,ATL,24,,10,0,4,1,25.0%,14,14.0,0,1,14,3.5,0.1,1.4,0
476,Davion Davis\DaviDa03,HOU,25,wr,2,1,3,1,33.3%,17,17.0,0,1,17,5.7,0.5,8.5,0
477,Wayne Gallman\GallWa00,2TM,27,,8,0,3,1,33.3%,21,21.0,0,1,21,7.0,0.1,2.6,0
478,Marvin Hall\HallMa02,ATL,28,,2,0,1,1,100.0%,10,10.0,0,1,10,10.0,0.5,5.0,0
479,Taylor Heinicke\HeinTa00,WAS,28,QB,16,15,1,1,100.0%,-2,-2.0,0,0,-2,-2.0,0.1,-0.1,7
480,Daniel Helm\HelmDa01,LVR,26,te,9,1,2,1,50.0%,-1,-1.0,0,0,0,-0.5,0.1,-0.1,0
481,Kylin Hill\HillKy00,GNB,23,,8,0,2,1,50.0%,5,5.0,0,0,5,2.5,0.1,0.6,0
482,Amani Hooker\HookAm00,TEN,23,DB,12,12,1,1,100.0%,6,6.0,0,1,6,6.0,0.1,0.5,0
483,Brycen Hopkins\HopkBr01,LAR,24,,5,0,1,1,100.0%,9,9.0,0,1,9,9.0,0.2,1.8,0
484,Andy Isabella\IsabAn00,ARI,25,,8,0,1,1,100.0%,13,13.0,0,1,13,13.0,0.1,1.6,0
485,Lane Johnson\JohnLa01,PHI,31,T,13,13,1,1,100.0%,5,5.0,1,1,5,5.0,0.1,0.4,0
486,Daniel Jones\JoneDa05,NYG,24,QB,11,11,1,1,100.0%,16,16.0,0,1,16,16.0,0.1,1.5,7
487,Tommylee Lewis\LewiTo00,MIA,29,,2,0,2,1,50.0%,7,7.0,0,1,7,3.5,0.5,3.5,0
488,Drew Lock\LockDr00,DEN,25,qb,6,3,1,1,100.0%,1,1.0,0,0,1,1.0,0.2,0.2,2
489,Hunter Long\LongHu00,MIA,23,te,7,2,3,1,33.3%,8,8.0,0,0,8,2.7,0.1,1.1,0
490,Conor McDermott\McDeCo00,NYJ,29,ol,6,3,1,1,100.0%,1,1.0,1,1,1,1.0,0.2,0.2,0
491,Anthony McFarland Jr.\McFaAn00,PIT,22,,2,0,1,1,100.0%,11,11.0,0,1,11,11.0,0.5,5.5,0
492,Kirk Merritt\MerrKi00,MIA,24,,2,0,3,1,33.3%,13,13.0,0,1,13,4.3,0.5,6.5,0
493,Johnny Mundt\MundJo00,LAR,27,,6,0,1,1,100.0%,9,9.0,0,1,9,9.0,0.2,1.5,0
494,Ryan Nall\NallRy00,CHI,26,,9,0,1,1,100.0%,4,4.0,0,0,4,4.0,0.1,0.4,0
495,Devine Ozigbo\OzigDe01,2TM,25,,3,0,1,1,100.0%,7,7.0,0,1,7,7.0,0.3,2.3,0
496,Danny Pinter\PintDa00,IND,25,g,16,3,1,1,100.0%,2,2.0,1,1,2,2.0,0.1,0.1,0
497,Bobby Price\PricBo00,DET,23,s,15,2,1,1,100.0%,17,17.0,0,1,17,17.0,0.1,1.1,0
498,Mike Remmers\RemmMi00,KAN,32,t,4,2,1,1,100.0%,-2,-2.0,0,0,-2,-2.0,0.3,-0.5,0
499,Andre Roberts\RobeAn00,2TM,33,,16,0,2,1,50.0%,35,35.0,0,1,35,17.5,0.1,2.2,3
500,Aaron Rodgers*+\RodgAa00,GNB,38,QB,16,16,1,1,100.0%,-4,-4.0,0,0,-4,-4.0,0.1,-0.3,3
501,Larry Rountree\RounLa00,LAC,22,,12,0,2,1,50.0%,-1,-1.0,0,0,0,-0.5,0.1,-0.1,0
502,Diontae Spencer\SpenDi00,DEN,29,,15,0,4,1,25.0%,-3,-3.0,0,0,0,-0.8,0.1,-0.2,2
503,Terence Steele\SteeTe01,DAL,24,T,16,13,1,1,100.0%,1,1.0,1,1,1,1.0,0.1,0.1,0
504,Andrew Thomas\ThomAn02,NYG,22,T,13,13,1,1,100.0%,2,2.0,1,1,2,2.0,0.1,0.2,0
505,Eric Tomlinson\TomlEr01,BAL,29,te,17,7,1,1,100.0%,7,7.0,0,0,7,7.0,0.1,0.4,0
506,Kevin White\WhitKe00,NOR,29,wr,6,1,5,1,20.0%,38,38.0,0,1,38,7.6,0.2,6.3,0
507,Christian Wilkins\WilkCh00,MIA,26,DT,17,17,1,1,100.0%,1,1.0,1,1,1,1.0,0.1,0.1,1
508,Seth Williams\WillSe00,DEN,21,wr,2,1,1,1,100.0%,34,34.0,0,1,34,34.0,0.5,17.0,0
509,Trayveon Williams\WillTr06,CIN,24,,5,0,2,1,50.0%,4,4.0,0,0,4,2.0,0.2,0.8,0
510,Easop Winston\WinsEa00,NOR,25,,3,1,1,1,100.0%,5,5.0,0,0,5,5.0,0.3,1.7,0
511,Deon Yelder\YeldDe00,TAM,26,,5,0,1,1,100.0%,0,0.0,0,0,0,0.0,0.2,0.0,0
