Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
430,Cam Newton\NewtCa00,NWE,31,QB,15,15,2,2,100.0%,35,17.5,1,2,19,17.5,0.1,2.3,6
431,Colby Parkinson\ParkCo02,SEA,21,,6,0,2,2,100.0%,16,8.0,0,2,10,8.0,0.3,2.7,0
432,Elijhaa Penny\PennEl00,NYG,27,,14,0,3,2,66.7%,20,10.0,0,1,11,6.7,0.1,1.4,0
433,John Ross\RossJo00,CIN,25,,3,1,7,2,28.6%,17,8.5,0,1,15,2.4,0.7,5.7,0
434,Isaiah Zuber\ZubeIs00,NWE,23,,4,0,2,2,100.0%,29,14.5,0,1,16,14.5,0.5,7.3,0
435,Josh Allen*\AlleJo02,BUF,24,QB,16,16,1,1,100.0%,12,12.0,1,1,12,12.0,0.1,0.8,9
436,Marcus Baugh\BaugMa02,WAS,26,,8,1,1,1,100.0%,2,2.0,0,0,2,2.0,0.1,0.3,0
437,LeVante Bellamy\BellLe02,DEN,24,,5,0,1,1,100.0%,5,5.0,0,0,5,5.0,0.2,1.0,0
438,Nick Bellore*\BellNi01,SEA,31,,16,0,1,1,100.0%,9,9.0,0,1,9,9.0,0.1,0.6,0
439,Hunter Bryant\BryaHu02,DET,22,,5,0,3,1,33.3%,44,44.0,0,1,44,14.7,0.2,8.8,0
440,Stephen Carlson\CarlSt00,CLE,24,,16,2,2,1,50.0%,11,11.0,0,1,11,5.5,0.1,0.7,0
441,Derek Carrier\CarrDe00,LVR,30,,16,0,1,1,100.0%,14,14.0,0,1,14,14.0,0.1,0.9,0
442,DeAndre Carter\CartDe02,2TM,27,,13,0,2,1,50.0%,8,8.0,0,0,8,4.0,0.1,0.6,2
443,Alex Collins\CollAl00,SEA,26,,3,1,2,1,50.0%,4,4.0,0,0,4,2.0,0.3,1.3,0
444,Jason Croom\CrooJa00,PHI,26,,4,0,1,1,100.0%,3,3.0,1,1,3,3.0,0.3,0.8,0
445,Andy Dalton\DaltAn00,DAL,33,QB,11,9,1,1,100.0%,-3,-3.0,0,0,-3,-3.0,0.1,-0.3,2
446,Josiah Deguara\DeguJo00,GNB,23,,2,1,2,1,50.0%,12,12.0,0,1,12,6.0,0.5,6.0,0
447,Gehrig Dieter\DietGe00,KAN,27,,4,0,2,1,50.0%,10,10.0,0,1,10,5.0,0.3,2.5,0
448,Brandon Dillon\DillBr00,MIN,23,,3,0,1,1,100.0%,6,6.0,0,0,6,6.0,0.3,2.0,0
449,Ben Ellefson\ElleBe00,JAX,24,,7,4,4,1,25.0%,10,10.0,0,1,10,2.5,0.1,1.4,0
450,Eric Fisher*\FishEr00,KAN,29,LT,15,15,1,1,100.0%,2,2.0,1,1,2,2.0,0.1,0.1,0
451,Ryan Fitzpatrick\FitzRy00,MIA,38,qb,9,7,1,1,100.0%,0,0.0,0,0,0,0.0,0.1,0.0,2
452,D'Onta Foreman\ForeDO00,TEN,24,,6,0,1,1,100.0%,5,5.0,1,1,5,5.0,0.2,0.8,0
453,D.J. Foster\FostD.01,ARI,27,,10,0,1,1,100.0%,7,7.0,0,1,7,7.0,0.1,0.7,0
454,Antonio Gandy-Golden\GandAn00,WAS,22,,6,2,7,1,14.3%,3,3.0,0,0,3,0.4,0.2,0.5,0
455,Cullen Gillaspia\GillCu00,HOU,25,,7,0,1,1,100.0%,6,6.0,0,0,6,6.0,0.1,0.9,0
456,Penny Hart\HartPe01,SEA,24,,13,0,1,1,100.0%,3,3.0,0,0,3,3.0,0.1,0.2,0
457,Temarrick Hemingway\HemiTe00,WAS,27,,8,0,2,1,50.0%,10,10.0,0,1,10,5.0,0.1,1.3,0
458,Dontrell Hilliard\HillDo00,2TM,25,,7,0,1,1,100.0%,2,2.0,0,0,2,2.0,0.1,0.3,0
459,Cody Hollister\HollCo00,TEN,27,,2,0,1,1,100.0%,12,12.0,0,1,12,12.0,0.5,6.0,0
460,Jordan Howard\HowaJo00,2TM,26,,7,4,1,1,100.0%,-3,-3.0,0,0,0,-3.0,0.1,-0.4,1
461,Buddy Howell\HoweGr00,HOU,24,,14,0,2,1,50.0%,3,3.0,0,0,3,1.5,0.1,0.2,0
462,Jason Huntley\HuntJa01,PHI,22,,5,0,2,1,50.0%,0,0.0,0,0,0,0.0,0.2,0.0,0
463,Jalen Hurts\HurtJa00,PHI,22,,15,4,1,1,100.0%,3,3.0,0,0,3,3.0,0.1,0.2,9
464,Trenton Irwin\IrwiTr00,CIN,25,,1,0,2,1,50.0%,5,5.0,0,0,5,2.5,1.0,5.0,0
465,Blake Jarwin\JarwBl00,DAL,26,,1,1,1,1,100.0%,12,12.0,0,1,12,12.0,1.0,12.0,0
466,Marcus Kemp\KempMa00,2TM,25,,11,0,1,1,100.0%,11,11.0,0,1,11,11.0,0.1,1.0,0
467,Adrian Killins\KillAd00,PHI,22,,1,0,1,1,100.0%,2,2.0,0,0,2,2.0,1.0,2.0,0
468,Keith Kirkwood\KirkKe00,CAR,26,,1,0,2,1,50.0%,13,13.0,0,0,13,6.5,1.0,13.0,0
469,Jake Kumerow\KumeJa00,BUF,28,,6,0,1,1,100.0%,22,22.0,1,1,22,22.0,0.2,3.7,0
470,Kendall Lamm\LammKe00,CLE,28,,15,1,1,1,100.0%,1,1.0,1,1,1,1.0,0.1,0.1,0
471,Tommylee Lewis\LewiTo00,NOR,28,,5,0,3,1,33.3%,5,5.0,0,0,5,1.7,0.2,1.0,0
472,Bobby Massie\MassBo00,CHI,31,RT,8,8,1,1,100.0%,4,4.0,0,1,4,4.0,0.1,0.5,0
473,Baker Mayfield\MayfBa00,CLE,25,QB,16,16,1,1,100.0%,6,6.0,0,1,6,6.0,0.1,0.4,8
474,Bruce Miller\MillBr02,JAX,33,FB,8,5,2,1,50.0%,2,2.0,0,1,2,1.0,0.1,0.3,0
475,Gardner Minshew II\MinsGa00,JAX,24,QB,9,8,1,1,100.0%,0,0.0,0,0,0,0.0,0.1,0.0,5
476,Donte Moncrief\MoncDo00,NWE,27,,6,0,2,1,50.0%,15,15.0,0,1,15,7.5,0.2,2.5,0
477,Isaac Nauta\NautIs00,DET,23,,7,0,2,1,50.0%,3,3.0,0,0,3,1.5,0.1,0.4,0
478,Siran Neal\NealSi00,BUF,26,,16,0,1,1,100.0%,13,13.0,0,1,13,13.0,0.1,0.8,0
479,Scottie Phillips\PhilSc01,HOU,23,,8,0,1,1,100.0%,7,7.0,0,0,7,7.0,0.1,0.9,0
480,Dak Prescott\PresDa01,DAL,27,qb,5,5,1,1,100.0%,11,11.0,1,1,11,11.0,0.2,2.2,3
481,James Proche\ProcJa00,BAL,24,,14,0,3,1,33.3%,14,14.0,0,1,14,4.7,0.1,1.0,0
482,Craig Reynolds\ReynCr00,JAX,24,,2,0,1,1,100.0%,3,3.0,0,0,3,3.0,0.5,1.5,0
483,Aaron Rodgers*+\RodgAa00,GNB,37,QB,16,16,1,1,100.0%,-6,-6.0,0,0,-6,-6.0,0.1,-0.4,4
484,Jaleel Scott\ScotJa02,NYJ,25,,1,1,1,1,100.0%,16,16.0,0,1,16,16.0,1.0,16.0,0
485,Anthony Sherman\SherAn00,KAN,32,,13,1,2,1,50.0%,5,5.0,1,1,5,2.5,0.1,0.4,0
486,Vyncint Smith\SmitVy00,NYJ,24,,7,0,3,1,33.3%,13,13.0,0,1,13,4.3,0.1,1.9,0
487,Jeremy Sprinkle\SpriJe00,WAS,26,TE,16,6,3,1,33.3%,6,6.0,0,0,6,2.0,0.1,0.4,0
488,Ryan Tannehill\TannRy00,TEN,32,QB,16,16,1,1,100.0%,0,0.0,0,0,0,0.0,0.1,0.0,6
489,J.J. Taylor\TaylJJ01,NWE,22,,6,0,2,1,50.0%,4,4.0,0,0,4,2.0,0.2,0.7,0
490,Jordan Thomas\ThomJo05,2TM,24,,6,0,2,1,50.0%,3,3.0,1,1,3,1.5,0.2,0.5,0
491,Colin Thompson\ThomCo03,CAR,27,,15,4,2,1,50.0%,7,7.0,1,1,7,3.5,0.1,0.5,0
492,Zeke Turner\TurnZe00,ARI,24,,16,0,1,1,100.0%,26,26.0,0,1,26,26.0,0.1,1.6,0
493,Austin Walter\WaltAu00,SFO,24,,4,0,1,1,100.0%,27,27.0,0,1,27,27.0,0.3,6.8,0
494,Jonathan Ward\WardJo00,ARI,23,,14,0,1,1,100.0%,11,11.0,1,1,11,11.0,0.1,0.8,0
495,Trevon Wesco\WescTr00,NYJ,25,,12,4,2,1,50.0%,5,5.0,0,0,5,2.5,0.1,0.4,0
496,Dede Westbrook\WestDe00,JAX,27,,2,0,1,1,100.0%,4,4.0,0,0,4,4.0,0.5,2.0,1
497,Antonio Williams\WillAn03,BUF,23,,1,0,1,1,100.0%,20,20.0,0,1,20,20.0,1.0,20.0,0
498,Luke Willson\WillLu00,2TM,30,,8,0,3,1,33.3%,12,12.0,0,0,12,4.0,0.1,1.5,0
499,T.J. Yeldon\YeldT.00,BUF,27,,3,0,4,1,25.0%,22,22.0,1,1,22,5.5,0.3,7.3,1
